seed,method,drop_model,dropout,return,cde,td_var,gain_dispersion,pct_g_min,pct_g_max,map,alpha,beta,kappa,radius,payload_bytes,runtime_s
1,reward_broadcast,bernoulli,0.3,329.5,0.1834964688390534,0.014227378615627596,0.03771483167084812,0.0,0.0,congested_v1,0.5,0.2,0.5,5,2,0.4277827739715576
2,reward_broadcast,bernoulli,0.3,332.05,0.17646329365079366,0.01400690336644012,0.039758534198194306,0.0,0.0,congested_v1,0.5,0.2,0.5,5,2,0.4253208637237549
3,reward_broadcast,bernoulli,0.3,328.29999999999995,0.18211260587942202,0.016497616104785208,0.037025103148535264,0.0,0.0,congested_v1,0.5,0.2,0.5,5,2,0.4244270324707031
1,broadcast_gain,bernoulli,0.0,331.15,0.1718144304114043,0.013016774048499014,0.01572204468661505,0.0,0.0,congested_v1,0.5,0.2,0.5,5,2,0.2641336917877197
2,broadcast_gain,bernoulli,0.0,327.6,0.1798723244461134,0.01518593770034575,0.014272665607141381,0.0,0.0,congested_v1,0.5,0.2,0.5,5,2,0.26793479919433594
3,broadcast_gain,bernoulli,0.0,324.75,0.18527345709984946,0.013310615788754244,0.01545715682034137,0.0,0.0,congested_v1,0.5,0.2,0.5,5,2,0.26914405822753906
1,broadcast_gain,bernoulli,0.1,331.8,0.1724653946876169,0.014303226428918688,0.01572773973964058,0.0,0.0,congested_v1,0.5,0.2,0.5,5,2,0.2587316036224365
2,broadcast_gain,bernoulli,0.1,319.5,0.19460549533652635,0.016302288284989218,0.01800692495023344,0.0,0.0,congested_v1,0.5,0.2,0.5,5,2,0.26402711868286133
3,broadcast_gain,bernoulli,0.1,323.79999999999995,0.18448558116106284,0.015733582586461205,0.017054273068871,0.0,0.0,congested_v1,0.5,0.2,0.5,5,2,0.26137781143188477
1,broadcast_gain,bernoulli,0.3,326.4,0.18328537470286502,0.016454548109725083,0.024142064536984073,0.0,0.0,congested_v1,0.5,0.2,0.5,5,2,0.2508690357208252
2,broadcast_gain,bernoulli,0.3,326.6,0.18339792474059258,0.015367428922176104,0.024713821916803012,0.0,0.0,congested_v1,0.5,0.2,0.5,5,2,0.2664761543273926
3,broadcast_gain,bernoulli,0.3,322.5,0.1881686595342983,0.014616616960660593,0.024504998424308772,0.0,0.0,congested_v1,0.5,0.2,0.5,5,2,0.24896788597106934
